S,Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4538,Mercedes-Benz,Mercedes-Benz S-Class 280,Kochi,2004,119859,Petrol,Automatic,First,13.0,2987,210.0,5,7.1
4539,Hyundai,Hyundai i10 Magna,Mumbai,2010,55980,Petrol,Manual,First,20.36,1197,78.9,5,2.25
4540,Audi,Audi A4 35,Hyderabad,2015,30000,Diesel,Automatic,First,17.11,1968,174.33,5,27.0
4541,Hyundai,Hyundai i20 Sportz,Pune,2012,49700,Diesel,Manual,Second,21.9,1396,88.76,5,4.18
4542,Hyundai,Hyundai Verna 1.4,Chennai,2013,79000,Diesel,Manual,First,23.5,1396,88.7,5,6.5
4543,Honda,Honda City 1.5,Delhi,2010,65100,Petrol,Manual,First,17.0,1497,118.0,5,3.15
4544,Maruti,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47,1248,88.5,7,7.64
4545,Maruti,Maruti Alto LXi,Hyderabad,2011,28619,Petrol,Manual,First,19.7,796,46.3,5,2.4
4546,Maruti,Maruti Wagon R,Mumbai,2016,9000,Petrol,Automatic,First,20.51,998,67.0,5,4.25
4547,Hyundai,Hyundai Verna 1.6,Kochi,2016,42876,Diesel,Automatic,First,19.08,1582,126.2,5,9.31
4548,Maruti,Maruti Alto LXi,Bangalore,2011,64000,Petrol,Manual,First,19.7,796,46.3,5,2.39
4549,Volkswagen,Volkswagen Vento 1.6,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598,103.5,5,7.64
4550,Maruti,Maruti Baleno Zeta,Delhi,2016,21000,Petrol,Manual,First,21.4,1197,83.1,5,6.21
4551,Honda,Honda CR-V 2.0L,Kochi,2011,55987,Petrol,Automatic,First,13.7,1997,153.86,5,8.22
4552,Toyota,Toyota Fortuner 2.8,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755,174.5,7,28.85
4553,Honda,Honda City V,Mumbai,2015,32000,Petrol,Automatic,First,15.6,1497,116.3,5,8.5
4554,Mercedes-Benz,Mercedes-Benz SLK-Class 55,Bangalore,2014,3000,Petrol,Automatic,Second,12.0,5461,421.0,2,90.0
4555,Honda,Honda City i-VTEC,Mumbai,2015,10400,Petrol,Manual,First,17.4,1497,117.3,5,6.51
4556,Maruti,Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,22.9,1248,74.0,5,4.65
4557,Toyota,Toyota Corolla Altis,Kochi,2013,55101,Petrol,Automatic,First,14.53,1794,138.1,5,8.4
4558,Toyota,Toyota Etios Cross,Bangalore,2014,57464,Diesel,Manual,First,23.59,1364,67.06,5,5.75
4559,Maruti,Maruti Wagon R,Jaipur,2006,110000,Petrol,Manual,First,18.9,998,67.1,5,1.11
4560,Mercedes-Benz,Mercedes-Benz E-Class 2015-2017,Mumbai,2014,72000,Petrol,Automatic,First,12.0,1991,184.0,5,17.25
4561,Jaguar,Jaguar XF Aero,Delhi,2012,16000,Diesel,Automatic,First,16.36,2179,187.7,5,32.0
4562,Hyundai,Hyundai i20 Sportz,Kochi,2011,62020,Petrol,Manual,First,17.0,1197,80.0,5,3.45
4563,Land,Land Rover Freelander,Pune,2014,85000,Diesel,Automatic,Second,12.39,2179,147.51,5,23.0
4564,Hyundai,Hyundai Elite i20,Kochi,2018,14223,Petrol,Manual,First,18.6,1197,81.86,5,7.32
4565,Honda,Honda Amaze S,Jaipur,2014,41210,Petrol,Manual,First,18.0,1198,86.7,5,4.4
4566,Maruti,Maruti Alto 800,Coimbatore,2016,18043,Petrol,Manual,First,22.74,796,47.3,5,4.12
4567,Toyota,Toyota Innova Crysta,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755,171.5,7,19.5
4568,Hyundai,Hyundai Grand i10,Hyderabad,2016,21000,Petrol,Automatic,First,18.9,1197,82.0,5,6.2
4569,BMW,BMW X3 xDrive30d,Bangalore,2016,49000,Diesel,Automatic,First,16.55,2993,258.0,5,45.0
4570,Hyundai,Hyundai i20 Magna,Chennai,2010,95000,Petrol,Manual,Second,18.5,1197,80.0,5,2.8
4571,Hyundai,Hyundai Grand i10,Pune,2015,32000,Petrol,Automatic,First,18.9,1197,82.0,5,4.8
4572,Ford,Ford Fiesta 1.5,Hyderabad,2014,122800,Diesel,Manual,First,25.01,1498,89.75,5,5.65
4573,Maruti,Maruti Swift Dzire,Ahmedabad,2015,69000,Diesel,Manual,First,26.59,1248,74.0,5,5.9
4574,Toyota,Toyota Etios VXD,Pune,2015,65000,Diesel,Manual,Second,23.59,1364,67.04,5,5.0
4575,Hyundai,Hyundai Xcent 1.2,Ahmedabad,2015,23000,Petrol,Manual,First,19.1,1197,82.0,5,4.9
4576,Honda,Honda Civic 2006-2010,Ahmedabad,2009,70000,Petrol,Manual,First,13.5,1799,130.0,5,4.25
4577,Toyota,Toyota Innova 2.5,Chennai,2014,250000,Diesel,Manual,First,12.99,2494,100.6,8,10.9
4578,Hyundai,Hyundai Accent GLE,Delhi,2012,56000,Petrol,Manual,First,13.2,1495,94.0,5,2.45
4579,Maruti,Maruti Alto 800,Pune,2013,30000,Petrol,Manual,First,22.74,796,47.3,5,2.5
4580,Mercedes-Benz,Mercedes-Benz SL-Class SL,Kolkata,2010,35000,Petrol,Automatic,First,8.1,5461,387.3,2,29.5
4581,Ford,Ford Ecosport 1.5,Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498,89.84,5,5.75
4582,Hyundai,Hyundai Xcent 1.2,Pune,2018,40000,Petrol,Manual,First,20.14,1197,81.86,5,5.0
4583,Skoda,Skoda Rapid 1.6,Kochi,2014,96848,Petrol,Automatic,First,14.3,1598,103.6,5,4.62
4584,Audi,Audi Q3 2012-2015,Delhi,2016,42000,Diesel,Automatic,First,15.73,1968,174.33,5,23.5
4585,Mahindra,Mahindra XUV500 W8,Kolkata,2013,55886,Diesel,Manual,First,16.0,2179,140.0,7,7.25
4586,Hyundai,Hyundai Verna VTVT,Kochi,2019,12336,Petrol,Manual,First,17.0,1591,121.3,5,11.88
4587,Hyundai,Hyundai Verna Xi,Chennai,2009,60000,Petrol,Manual,Third,13.9,1599,103.2,5,2.25
4588,Ford,Ford Ikon 1.6,Pune,2003,83000,Petrol,Manual,Second,14.2,1597,92.0,5,0.85
4589,Nissan,Nissan Micra Active,Pune,2018,24000,Petrol,Manual,First,19.69,1198,67.04,5,4.0
4590,Honda,Honda Brio VX,Pune,2016,32198,Petrol,Automatic,First,16.5,1198,86.8,5,5.1
4591,Toyota,Toyota Innova 2.5,Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494,100.6,7,12.5
4592,Volkswagen,Volkswagen Vento 1.5,Chennai,2011,121311,Diesel,Manual,First,20.64,1498,108.5,5,2.9
4593,Mahindra,Mahindra XUV500 W10,Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179,140.0,7,15.96
4594,Hyundai,Hyundai Xcent 1.2,Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197,82.0,5,5.45
4595,Ford,Ford Endeavour 2.2,Kochi,2017,38681,Diesel,Manual,First,13.5,2198,157.7,7,23.86
4596,Chevrolet,Chevrolet Spark 1.0,Kochi,2008,43761,Petrol,Manual,First,18.0,995,62.0,5,1.75
4597,Maruti,Maruti Ertiga SHVS,Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248,88.5,7,9.75
4598,Honda,Honda Amaze S,Bangalore,2013,61510,Diesel,Manual,First,25.8,1498,98.6,5,4.75
4599,Honda,Honda City i,Delhi,2014,60000,Petrol,Manual,First,17.4,1497,117.3,5,6.25
4600,Mini,Mini Cooper Countryman,Bangalore,2014,35165,Diesel,Automatic,Second,23.8,1998,112.0,5,22.0
4601,Toyota,Toyota Corolla Altis,Kochi,2016,41617,Petrol,Automatic,First,14.53,1794,138.1,5,14.14
4602,Skoda,Skoda Superb Elegance,Delhi,2014,65000,Petrol,Automatic,First,13.7,1798,157.75,5,11.95
4603,Maruti,Maruti Wagon R,Delhi,2011,68000,Petrol,Manual,First,18.9,998,67.1,5,2.5
4604,Hyundai,Hyundai i10 Era,Mumbai,2013,49000,Petrol,Manual,First,19.81,1086,68.05,5,2.75
4605,Tata,Tata Tiago 1.2,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199,84.0,5,5.85
4606,Maruti,Maruti Baleno Zeta,Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197,83.1,5,6.25
4607,Volkswagen,Volkswagen Vento 1.6,Mumbai,2014,56058,Petrol,Manual,First,15.04,1598,103.2,5,4.95
4608,Hyundai,Hyundai Grand i10,Pune,2017,15356,Petrol,Manual,First,18.9,1197,81.86,5,4.75
4609,Ford,Ford Figo ,Delhi,2013,54000,Diesel,Manual,First,20.0,1399,68.05,5,2.55
4610,Honda,Honda Civic 2010-2013,Pune,2011,47000,Petrol,Automatic,Second,13.9,1799,130.3,5,4.5
4611,Maruti,Maruti Alto 800,Kochi,2015,21652,Petrol,Manual,First,22.74,796,47.3,5,3.01
4612,Land,Land Rover Range,Hyderabad,2016,52000,Diesel,Automatic,First,15.68,1999,177.0,5,42.0
4613,Audi,Audi A6 2.7,Kolkata,2010,35010,Diesel,Automatic,First,12.4,2698,179.5,5,11.5
4614,Mercedes-Benz,Mercedes-Benz E-Class 280,Hyderabad,2006,76662,Diesel,Automatic,First,11.0,2987,198.5,5,10.99
4615,Honda,Honda City 1.5,Jaipur,2009,89000,Petrol,Automatic,First,17.0,1497,118.0,5,3.71
4616,Honda,Honda CR-V 2.4,Jaipur,2006,80000,Petrol,Automatic,Third,10.1,2354,152.0,5,2.0
4617,Maruti,Maruti Ciaz 1.3,Kochi,2018,39023,Diesel,Manual,First,28.09,1248,88.5,5,9.48
4618,Maruti,Maruti Wagon R,Jaipur,2004,62000,Petrol,Manual,Second,18.9,998,67.1,5,1.25
4619,Hyundai,Hyundai Creta 1.6,Jaipur,2015,78046,Diesel,Manual,First,19.67,1582,126.2,5,10.9
4620,Maruti,Maruti Ciaz VDi,Kolkata,2015,34400,Diesel,Manual,First,28.09,1248,88.5,5,5.5
4621,Hyundai,Hyundai EON D,Coimbatore,2016,64624,Petrol,Manual,First,21.1,814,55.2,5,3.71
4622,Maruti,Maruti Ertiga VXI,Mumbai,2014,69192,Petrol,Manual,First,16.02,1373,93.7,7,6.25
4623,Volkswagen,Volkswagen Vento ,Chennai,2012,55000,Diesel,Manual,First,20.54,1598,103.6,5,4.9
4624,Honda,Honda City 1.5,Mumbai,2005,81000,Petrol,Manual,Second,12.8,1493,100.0,5,1.1
4625,Volkswagen,Volkswagen Polo ,Kochi,2016,36733,Petrol,Manual,First,16.47,1198,73.9,5,4.72
4626,Maruti,Maruti Alto 800,Kochi,2017,24310,CNG,Manual,First,33.44,796,40.3,4,3.7
4627,Mercedes-Benz,Mercedes-Benz GLA Class,Mumbai,2016,43022,Diesel,Automatic,First,17.9,2143,136.0,5,24.85
4628,Hyundai,Hyundai Santa Fe,Jaipur,2013,74000,Diesel,Manual,First,14.66,2199,194.3,7,12.25
4629,Maruti,Maruti Swift VDI,Kolkata,2014,47000,Diesel,Manual,First,22.9,1248,74.0,5,3.9
4630,Hyundai,Hyundai Elite i20,Kochi,2017,37460,Petrol,Manual,First,18.6,1197,81.86,5,6.28
4631,Mahindra,Mahindra Xylo E8,Mumbai,2011,130000,Diesel,Manual,First,14.0,2498,112.0,8,2.75
4632,Hyundai,Hyundai Grand i10,Coimbatore,2017,31576,Petrol,Manual,First,18.9,1197,82.0,5,7.85
4633,Volkswagen,Volkswagen Vento ,Mumbai,2011,66000,Petrol,Manual,First,15.04,1598,103.6,5,2.95
4634,Honda,Honda Accord 2.4,Mumbai,2008,79000,Petrol,Automatic,Second,11.7,2354,177.6,5,4.85
4635,Mercedes-Benz,Mercedes-Benz S-Class S,Bangalore,2011,47140,Diesel,Automatic,Second,13.5,2925,281.61,5,30.0
4636,Mercedes-Benz,Mercedes-Benz B Class,Bangalore,2016,36610,Diesel,Automatic,First,15.0,2143,107.3,5,19.9
4637,Hyundai,Hyundai Creta 1.6,Bangalore,2016,93000,Diesel,Manual,First,20.5,1582,126.2,5,10.8
4638,Maruti,Maruti Alto LXI,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796,46.3,5,1.75
4639,Audi,Audi A3 35,Mumbai,2016,20003,Diesel,Automatic,First,20.38,1968,143.0,5,19.25
4640,Renault,Renault Duster 85PS,Delhi,2013,66314,Diesel,Manual,First,19.87,1461,83.8,5,5.5
4641,Ford,Ford Fiesta 1.4,Chennai,2009,76000,Diesel,Manual,First,17.8,1399,68.0,5,2.75
4642,Hyundai,Hyundai Creta 1.6,Bangalore,2015,29000,Diesel,Manual,First,19.67,1582,126.2,5,13.0
4643,Ford,Ford Figo ,Mumbai,2011,30000,Diesel,Manual,First,20.0,1399,68.0,5,3.2
4644,Volkswagen,Volkswagen Polo ,Coimbatore,2013,56526,Petrol,Manual,First,15.26,1598,103.5,5,5.84
4645,Volvo,Volvo V40 D3,Hyderabad,2015,38000,Diesel,Automatic,Second,16.8,1969,150.0,5,24.0
4646,Hyundai,Hyundai Verna SX,Chennai,2012,41000,Diesel,Automatic,First,19.08,1582,126.32,5,6.25
4647,BMW,BMW 7 Series,Hyderabad,2009,53000,Diesel,Automatic,First,14.49,2993,258.0,5,36.0
4648,Mitsubishi,Mitsubishi Lancer GLXD,Chennai,2003,125000,Diesel,Manual,Third,14.8,1998,68.0,5,3.0
4649,Toyota,Toyota Fortuner 3.0,Chennai,2010,242000,Diesel,Manual,First,11.5,2982,171.0,7,11.0
4650,Maruti,Maruti Ciaz VDi,Chennai,2015,90000,Diesel,Manual,First,26.21,1248,88.5,5,6.5
4651,Maruti,Maruti Vitara Brezza,Hyderabad,2018,11000,Diesel,Manual,First,24.3,1248,88.5,5,9.4
4652,BMW,BMW 3 Series,Kochi,2018,21936,Diesel,Automatic,First,21.76,1995,190.0,5,37.92
4653,Volkswagen,Volkswagen Vento ,Pune,2013,41000,Petrol,Automatic,First,14.4,1598,103.6,5,5.25
4654,Hyundai,Hyundai i20 1.2,Chennai,2011,47000,Petrol,Manual,First,17.0,1197,80.0,5,4.5
4655,BMW,BMW X5 3.0d,Chennai,2009,110000,Diesel,Automatic,First,11.0,2993,235.0,5,18.0
4656,Hyundai,Hyundai Xcent 1.2,Coimbatore,2015,45960,Petrol,Manual,First,19.1,1197,82.0,5,5.56
4657,Mercedes-Benz,Mercedes-Benz E-Class 2009-2013,Bangalore,2013,48000,Diesel,Automatic,First,14.21,2143,203.0,5,22.0
4658,Land,Land Rover Freelander,Hyderabad,2011,68000,Diesel,Automatic,First,12.39,2179,147.51,5,22.0
4659,Hyundai,Hyundai i10 Magna,Mumbai,2011,41000,Petrol,Manual,First,20.36,1197,78.9,5,2.65
4660,Hyundai,Hyundai Verna 1.6,Jaipur,2013,69573,Diesel,Manual,Second,22.32,1582,126.32,5,5.85
4661,Volkswagen,Volkswagen Jetta 2012-2014,Chennai,2012,115000,Diesel,Manual,First,19.33,1968,138.1,5,6.95
4662,Mahindra,Mahindra XUV500 W8,Kolkata,2012,47629,Diesel,Manual,First,15.1,2179,140.0,7,6.5
4663,Maruti,Maruti Omni 8,Jaipur,2004,66624,Petrol,Manual,Third,19.7,796,35.0,8,0.85
4664,Skoda,Skoda Superb Style,Delhi,2013,80000,Petrol,Automatic,Second,14.67,1798,177.46,5,7.25
4665,Maruti,Maruti Swift VDI,Pune,2012,94868,Diesel,Manual,First,22.9,1248,74.0,5,4.5
4666,Mahindra,Mahindra Scorpio 2.6,Mumbai,2010,76477,Diesel,Manual,First,10.5,2179,120.0,8,4.25
4667,Mercedes-Benz,Mercedes-Benz GLA Class,Chennai,2016,28000,Petrol,Automatic,First,13.7,1991,183.0,5,26.0
4668,Mahindra,Mahindra Thar CRDe,Coimbatore,2017,28599,Diesel,Manual,First,16.55,2498,105.0,6,9.66
4669,Renault,Renault Duster 110PS,Bangalore,2013,45348,Diesel,Manual,Second,19.01,1461,108.45,5,6.85
4670,Audi,Audi Q5 2008-2012,Coimbatore,2013,80127,Diesel,Automatic,First,12.8,1968,167.6,5,23.68
4671,Land,Land Rover Freelander,Delhi,2013,68000,Diesel,Automatic,Second,12.39,2179,147.51,5,15.75
4672,Volkswagen,Volkswagen Vento ,Pune,2012,75000,Diesel,Manual,Third,20.54,1598,103.6,5,3.5
4673,BMW,BMW 5 Series,Delhi,2006,48000,Petrol,Automatic,Second,11.62,2979,306.0,5,6.99
4674,Hyundai,Hyundai Elantra CRDi,Coimbatore,2019,41871,Diesel,Manual,First,22.7,1582,126.2,5,15.57
4675,Tata,Tata Sumo EX,Coimbatore,2015,84931,Diesel,Manual,First,15.3,2956,83.8,7,5.29
4676,Datsun,Datsun redi-GO T,Kolkata,2016,15000,Petrol,Manual,First,22.7,799,53.64,5,2.25
4677,BMW,BMW X5 xDrive,Chennai,2009,110000,Diesel,Automatic,First,11.7,2993,245.0,5,20.0
4678,BMW,BMW 6 Series,Mumbai,2011,5900,Petrol,Automatic,First,7.94,4395,450.0,4,47.5
4679,Maruti,Maruti Alto Vxi,Chennai,2002,103653,Petrol,Manual,Second,18.9,1061,47.0,5,1.22
4680,Volkswagen,Volkswagen Polo ,Chennai,2012,64806,Petrol,Manual,First,16.47,1198,73.9,5,3.65
4681,Datsun,Datsun GO Plus,Pune,2016,35000,Petrol,Manual,First,20.62,1198,67.0,7,3.1
4682,Hyundai,Hyundai Creta 1.6,Bangalore,2016,40000,Petrol,Manual,First,15.29,1591,121.3,5,11.5
4683,Maruti,Maruti Alto K10,Kochi,2015,23876,Petrol,Manual,First,24.07,998,67.1,5,3.46
4684,Hyundai,Hyundai Santa Fe,Coimbatore,2013,67901,Diesel,Manual,First,14.66,2199,194.3,7,8.38
4685,Volkswagen,Volkswagen Polo GT,Pune,2014,68865,Diesel,Manual,First,15.11,1598,103.6,5,4.8
4686,Honda,Honda Amaze S,Pune,2014,71000,Diesel,Manual,Second,25.8,1498,98.6,5,4.5
4687,Maruti,Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,First,22.9,1248,74.0,5,3.95
4688,Skoda,Skoda Rapid 1.6,Hyderabad,2012,180000,Diesel,Manual,First,20.5,1598,103.5,5,3.65
4689,Mercedes-Benz,Mercedes-Benz E-Class 280,Mumbai,2005,131000,Diesel,Automatic,First,11.0,2987,198.5,5,10.0
4690,Mahindra,Mahindra Scorpio SLE,Delhi,2011,65000,Diesel,Manual,Second,12.05,2179,120.0,8,4.0
4691,Nissan,Nissan Sunny 2011-2014,Hyderabad,2012,117777,Diesel,Manual,First,21.64,1461,84.8,5,4.75
4692,Maruti,Maruti Swift Dzire,Bangalore,2009,65000,Petrol,Manual,Second,17.5,1298,85.8,5,3.1
4693,Hyundai,Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,21.1,814,55.2,5,3.61
4694,Honda,Honda Brio S,Coimbatore,2015,36695,Petrol,Manual,First,19.4,1198,86.8,5,4.29
4695,Nissan,Nissan Micra XV,Kolkata,2011,43000,Petrol,Manual,First,18.06,1198,75.0,5,2.13
4696,Maruti,Maruti Alto LXi,Mumbai,2008,54000,Petrol,Manual,First,19.7,796,46.3,5,1.1
4697,BMW,BMW 3 Series,Hyderabad,2011,89000,Diesel,Automatic,First,22.69,1995,190.0,5,13.95
4698,Volkswagen,Volkswagen Polo 1.2,Mumbai,2014,7000,Petrol,Manual,First,16.47,1198,74.0,5,5.35
4699,Maruti,Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,23.1,998,67.04,5,3.9
4700,Maruti,Maruti Wagon R,Kolkata,2014,37000,Petrol,Manual,First,21.5,1197,81.8,5,2.8
4701,Maruti,Maruti Ciaz ZDi,Mumbai,2016,29000,Diesel,Manual,First,26.21,1248,88.5,5,8.75
4702,Audi,Audi A4 2.0,Hyderabad,2013,52000,Diesel,Automatic,First,16.55,1968,147.51,5,19.5
4703,Honda,Honda Brio S,Kolkata,2013,32807,Petrol,Manual,First,19.4,1198,86.8,5,2.75
4704,Mahindra,Mahindra Scorpio VLX,Hyderabad,2013,86000,Diesel,Automatic,First,11.79,2179,120.0,8,8.0
4705,Honda,Honda City i,Delhi,2014,66500,Diesel,Manual,First,26.0,1498,98.6,5,5.7
4706,BMW,BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,17.05,1995,184.0,5,12.5
4707,Chevrolet,Chevrolet Spark 1.0,Chennai,2011,29000,Petrol,Manual,Second,18.0,995,62.0,5,1.75
4708,Ford,Ford Figo ,Chennai,2010,107389,Diesel,Manual,Second,20.0,1399,68.0,5,1.9
4709,Maruti,Maruti Swift VXI,Ahmedabad,2015,36100,Petrol,Manual,First,20.4,1197,81.8,5,4.5
4710,Mercedes-Benz,Mercedes-Benz New C-Class,Mumbai,2015,16329,Diesel,Automatic,First,19.27,2143,170.0,5,30.3
4711,Skoda,Skoda Octavia Elegance,Hyderabad,2014,36000,Diesel,Automatic,First,19.3,1968,141.0,5,16.0
4712,BMW,BMW X3 xDrive20d,Kochi,2017,41816,Diesel,Automatic,First,18.56,1995,190.0,5,32.78
4713,Hyundai,Hyundai EON Era,Jaipur,2015,54680,Petrol,Manual,First,21.1,814,55.2,5,2.5
4714,Audi,Audi A4 35,Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968,187.74,5,43.0
4715,Ford,Ford Figo 2015-2019,Kochi,2017,23977,Petrol,Manual,First,18.16,1196,86.8,5,5.38
4716,Maruti,Maruti Alto K10,Hyderabad,2013,30131,Petrol,Manual,First,20.92,998,67.1,5,2.65
4717,Maruti,Maruti Alto 800,Hyderabad,2017,2530,Petrol,Manual,First,24.7,796,47.3,5,3.3
4718,Mercedes-Benz,Mercedes-Benz New C-Class,Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143,167.62,5,34.0
4719,Hyundai,Hyundai Santro D,Chennai,2001,140000,Petrol,Manual,Third,20.3,1086,68.0,5,0.7
4720,Hyundai,Hyundai Xcent 1.1,Kochi,2017,32257,Diesel,Manual,First,24.4,1120,71.0,5,6.83
4721,Honda,Honda Amaze S,Kochi,2016,46983,Diesel,Manual,First,25.8,1498,98.6,5,5.77
4722,Maruti,Maruti Swift Vdi,Chennai,2008,107000,Diesel,Manual,Second,17.8,1248,75.0,5,3.1
4723,Volkswagen,Volkswagen Polo 1.2,Mumbai,2017,19000,Petrol,Manual,First,16.2,1199,74.0,5,4.95
4724,Audi,Audi A4 2.0,Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968,174.33,5,16.25
4725,Land,Land Rover Range,Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367,308.0,7,52.54
4726,Mahindra,Mahindra XUV500 W8,Chennai,2011,128000,Diesel,Manual,Third,16.0,2179,140.0,7,6.4
4727,Ford,Ford Endeavour 2.5L,Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499,141.0,7,6.95
4728,Tata,Tata Indica V2,Kolkata,2008,50000,Diesel,Manual,First,17.2,1396,53.5,5,0.85
4729,Maruti,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,21.4,1197,83.1,5,6.95
4730,Hyundai,Hyundai Xcent 1.1,Kolkata,2017,82000,Diesel,Manual,First,24.4,1120,71.0,5,3.45
4731,Honda,Honda Civic 2006-2010,Delhi,2008,80000,Petrol,Manual,First,13.5,1799,130.0,5,2.75
4732,Hyundai,Hyundai i20 Sportz,Delhi,2015,36000,Petrol,Manual,Second,18.6,1197,81.83,5,4.95
4733,Tata,Tata Nexon 1.2,Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198,108.5,5,9.62
4734,Hyundai,Hyundai i20 Sportz,Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197,81.83,5,6.79
4735,Maruti,Maruti Swift Dzire,Mumbai,2014,48241,Petrol,Manual,First,19.1,1197,85.8,5,4.5
4736,Maruti,Maruti Wagon R,Kochi,2014,52431,Petrol,Manual,First,22.5,998,67.04,5,3.01
4737,Hyundai,Hyundai i20 Sportz,Bangalore,2012,68000,Diesel,Manual,First,21.9,1396,88.76,5,4.4
4738,Toyota,Toyota Fortuner 4x2,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982,168.5,7,17.49
4739,Hyundai,Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197,78.9,5,4.66
4740,Hyundai,Hyundai Grand i10,Chennai,2015,25000,Petrol,Manual,First,18.9,1197,82.0,5,5.5
4741,Hyundai,Hyundai i20 Asta,Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197,81.83,5,6.0
4742,Maruti,Maruti Vitara Brezza,Kochi,2018,57078,Diesel,Manual,First,24.3,1248,88.5,5,10.19
4743,Honda,Honda Amaze S,Kochi,2016,47471,Diesel,Manual,First,25.8,1498,98.6,5,5.25
4744,Mercedes-Benz,Mercedes-Benz M-Class ML,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143,203.2,5,45.0
4745,Hyundai,Hyundai i20 Sportz,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396,90.0,5,2.7
4746,Hyundai,Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086,68.05,5,3.39
4747,Maruti,Maruti Swift Dzire,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248,74.0,5,5.69
4748,BMW,BMW Z4 2009-2013,Kochi,2018,9952,Petrol,Automatic,First,10.37,2979,306.0,2,58.54
4749,Maruti,Maruti Baleno Alpha,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248,74.0,5,8.4
4750,Chevrolet,Chevrolet Beat ,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936,57.6,5,2.5
4751,Honda,Honda Brio V,Pune,2012,59000,Petrol,Manual,First,19.4,1198,86.8,5,3.25
4752,Ford,Ford Figo ,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399,68.05,5,3.25
4753,Maruti,Maruti Celerio VXI,Pune,2016,36789,Petrol,Automatic,First,23.1,998,67.04,5,4.25
4754,Mercedes-Benz,Mercedes-Benz New C-Class,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143,170.0,5,18.5
4755,Honda,Honda Brio S,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198,86.8,5,4.25
4756,Maruti,Maruti Baleno Alpha,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197,83.1,5,8.85
4757,Hyundai,Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814,55.2,5,4.14
4758,Hyundai,Hyundai i20 1.4,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396,90.0,5,7.0
4759,Ford,Ford Endeavour 3.2,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198,197.0,7,33.0
4760,Honda,Honda City i-VTEC,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497,117.3,5,10.0
4761,Maruti,Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248,88.8,5,3.53
4762,Chevrolet,Chevrolet Optra Magnum,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598,102.5,5,1.35
4763,Volkswagen,Volkswagen Vento ,Delhi,2013,75000,Diesel,Manual,First,20.54,1598,103.6,5,4.5
4764,Honda,Honda City V,Pune,2012,69000,Petrol,Manual,First,16.8,1497,116.3,5,4.9
4765,Hyundai,Hyundai Creta 1.6,Kochi,2016,52553,Diesel,Manual,First,19.67,1582,126.2,5,12.26
4766,Hyundai,Hyundai Xcent 1.1,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120,71.0,5,3.99
4767,Mercedes-Benz,Mercedes-Benz GLC 220d,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143,170.0,5,46.95
